T2-56X11.1H5-03,#2-56 H.S.S. 2 FLT TAP,4/21/2020,4/21/2020 14:02,00166,025133000001000,,,1,A01234
T2-56X11.1H5-03,#2-56 H.S.S. 2 FLT TAP,4/21/2020,4/21/2020 14:09,00166,025133000001000,,,1,A01234
